,ID_ESCOLA,NOTA_IDEB,NO_ENTIDADE,NO_UF,SG_UF,NO_REGIAO,NO_MUNICIPIO,NO_BAIRRO,CO_CEP,DS_ENDERECO,NU_ENDERECO,latitude,longitude
143,31023434,4.0,EE MONSENHOR MENDES,Minas Gerais,MG,Sudeste,Chapada do Norte,CENTRO,39648000,R DA ALVORADA,40,-17.08997,-42.53944
144,31346217,3.6,EE SANTO ANTONIO,Minas Gerais,MG,Sudeste,Chiador,CENTRO,36630000,R JOAO MAQUIEIRA,181,-22.00579,-43.05902
145,31032751,4.9,EE QUINTO ALVES TOLENTINO,Minas Gerais,MG,Sudeste,Cláudio,CENTRO,35530000,R CURITIBA,280,-20.44031,-44.76408
146,31032875,4.2,EE PRESIDENTE TANCREDO DE ALMEIDA NEVES,Minas Gerais,MG,Sudeste,Cláudio,BELA VISTA,35530000,R SAO FRANCISCO,301,-20.44156,-44.77728
147,31032883,4.5,EE CUSTODIO COSTA,Minas Gerais,MG,Sudeste,Cláudio,CENTRO,35532000,PCA TREZE DE JUNHO,0,-20.36502,-44.68689
148,31128635,4.8,EE EMILIO JARDIM,Minas Gerais,MG,Sudeste,Coimbra,CENTRO,36550000,R SAO SEBASTIAO,280,-20.85886,-42.80409
149,31184641,4.0,EE ALPHONSUS DE GUIMARAES,Minas Gerais,MG,Sudeste,Comercinho,CENTRO,39628000,R TIRADENTES,242,-16.29881,-41.79388
150,31158674,3.9,EE JOSE ALEXANDRE MIZIARA,Minas Gerais,MG,Sudeste,Conceição das Alagoas,JD ACAPULCO,38120000,R MANTURA JABUR,66,-19.92484,-48.38374
151,31074985,4.1,EE GOVERNADOR JUSCELINO KUBITSCHEK,Minas Gerais,MG,Sudeste,Conceição de Ipanema,CENTRO,36947000,AVENIDA MARCILIO DIAS,0,-19.92932,-41.6938
152,31032921,3.7,EE DOUTOR ISAURO EPIFANIO,Minas Gerais,MG,Sudeste,Conceição do Pará,CENTRO,35668000,AV VENERO CAETANO,371,-19.75118,-44.89562
153,31193542,4.3,EE PROFESSOR ASTOR VIANNA,Minas Gerais,MG,Sudeste,Conselheiro Lafaiete,PROGRESSO,36402003,R JOEMY FARIA,314,-20.6667,-43.77679
154,31193585,4.9,EE QUEIROZ JUNIOR,Minas Gerais,MG,Sudeste,Conselheiro Lafaiete,GAGE,36405108,R SANTA MATILDE,18,-20.69683,-43.80326
155,31193658,4.9,EE GERALDO BITTENCOURT,Minas Gerais,MG,Sudeste,Conselheiro Lafaiete,SAGRADO CORACAO DE JESUS,36401222,RUA NOSSA SENHORA DA PAZ,460,-20.65521,-43.77166
156,31219037,4.4,EE MOACIR DE SOUZA DIAS,Minas Gerais,MG,Sudeste,Conselheiro Lafaiete,SAO BENEDITO,36408220,RUA SANTO ANTONIO DE PADUA,450,-20.64264,-43.80691
157,31014001,6.6,IEC-UNIDADE CENTEC,Minas Gerais,MG,Sudeste,Contagem,CENTRO,32017170,RUA BERNARDO MONTEIRO,20,-19.91406,-44.08502
158,31307726,6.1,COLEGIO TIRADENTES PMMG - UNIDADE CONTAGEM,Minas Gerais,MG,Sudeste,Contagem,SANTA MARIA,32240185,RUA ARTERIAL,80,-19.9673,-44.04587
159,31140589,3.7,EE PROFESSOR ANISIO TEIXEIRA,Minas Gerais,MG,Sudeste,Cordisburgo,CENTRO,35782000,R DR GERALDO JOSE MARTINS,389,-19.10864,-44.21048
160,31267228,4.0,EE PROFESSORA ELGE RENAN BRAGA,Minas Gerais,MG,Sudeste,Coroaci,CENTRO,39712000,PCA SAO JUDAS TADEU,53,-18.61534,-42.28064
161,31200395,4.8,EE JOAQUIM BOTELHO,Minas Gerais,MG,Sudeste,Coromandel,CENTRO,38550000,RUA LAERCIO MENDES DE SAIRRE,646,-18.47321,-47.196
162,31190802,4.7,EE ALBERTO GIOVANNINI,Minas Gerais,MG,Sudeste,Coronel Fabriciano,GIOVANNINI,35170101,R ITAPARICA,394,-19.51787,-42.63072
163,31190918,4.4,EE RAULINO COTTA PACHECO,Minas Gerais,MG,Sudeste,Coronel Fabriciano,AMARO LANARI,35171343,R STA CATARINA,521,-19.5244,-42.57717
164,31146650,3.9,EE CORONEL MARIANO MURTA,Minas Gerais,MG,Sudeste,Coronel Murta,CENTRO,39635000,R MESTRA LOURDES,115,-16.61611,-42.18378
165,31322512,5.1,EE PROFESSOR MILTON SANTOS,Minas Gerais,MG,Sudeste,Coronel Pacheco,CENTRO,36155000,R DR OSCAR VIDAL 1,0,-21.58859,-43.26266
166,31054879,4.8,EE PROFESSOR MAXIMIANO LAMBERT,Minas Gerais,MG,Sudeste,Córrego do Bom Jesus,CENTRO,37605000,R CEL EMILIANO,168,-22.63219,-46.0187
167,31020265,4.6,EE PRESIDENTE TANCREDO DE ALMEIDA NEVES,Minas Gerais,MG,Sudeste,Córrego Novo,CENTRO,35345000,AV PREFEITO CARLITO CAETANO CAMPOS,9,-19.83423,-42.39538
168,31008915,4.2,EE DOM SILVERIO,Minas Gerais,MG,Sudeste,Crucilândia,CENTRO,35478000,RUA NOSSA SENHORA DE LOURDES,150,-20.39546,-44.33611
169,31278718,4.4,EE CANDIDA CORTES CORREA,Minas Gerais,MG,Sudeste,Cruzeiro da Fortaleza,CENTRO,38735000,PCA STA CRUZ,740,-18.94691,-46.67296
170,31172456,4.5,EE MONSENHOR JOAO CANCIO,Minas Gerais,MG,Sudeste,Cruzília,KENNEDY,37445000,R CEL SERAFIM PEREIRA,497,-21.84057,-44.80989
171,31172464,4.2,EE SAO SEBASTIAO,Minas Gerais,MG,Sudeste,Cruzília,CENTRO,37445000,PCA MONS JOAO CANCIO,87,-21.83868,-44.80862
172,31184411,3.9,EE DE MARISTELA,Minas Gerais,MG,Sudeste,Curral de Dentro,MARISTELA DE MINAS,39569000,LOCALIDADE,180,-15.93328,-41.85576
173,31140716,4.3,EE BOLIVAR DE FREITAS,Minas Gerais,MG,Sudeste,Curvelo,CENTRO,35790171,RUA DR JOSE LOURENCO,16,-20.31651,-40.34061
174,31140791,4.4,EE MAJOR ANTONIO SALVO,Minas Gerais,MG,Sudeste,Curvelo,BELA VISTA,35796126,RUA OLEGARIO MACIEL,413,-18.76356,-44.43606
175,31140821,3.0,EE SAO GERALDO,Minas Gerais,MG,Sudeste,Curvelo,PASSAGINHA,35792278,RUA FRANCISCO GABRIEL JOVITA,12,-18.78403,-44.45018
176,31140830,2.7,EE SAO VICENTE DE PAULO,Minas Gerais,MG,Sudeste,Curvelo,JD PARAISO,35794088,RUA CANAA,60,-18.7667,-44.42387
177,31140848,3.7,EE IRMA RAIMUNDA MARQUES,Minas Gerais,MG,Sudeste,Curvelo,ESPERANCA,35796604,RUA JUSTINIANO GONCALVES AGUIAR,0,-18.78538,-44.45262
178,31368288,6.3,COLEGIO TIRADENTES PMMG - UNIDADE CURVELO,Minas Gerais,MG,Sudeste,Curvelo,RESIDENCIAL CAMPESTRE,35790001,AVENIDA LUIZ PINTOR,45,-16.72822,-49.33993
179,31023698,3.9,EE JOAO HERMENEGILDO CALDEIRA,Minas Gerais,MG,Sudeste,Datas,CENTRO,39130000,AVENIDA JOSE DE MAGALHAES PINTO,270,-18.44571,-43.6586
180,31055000,4.6,EE MARQUES DE SAPUCAI,Minas Gerais,MG,Sudeste,Delfim Moreira,CENTRO,37514000,R PAULINO DE FARIA,0,-22.50481,-45.27664
181,31193852,4.8,EE NOSSA SENHORA DE FATIMA,Minas Gerais,MG,Sudeste,Desterro de Entre Rios,CENTRO,35494000,PRACA AARAO LIMA,10,-20.65851,-44.33643
182,31015652,5.3,EE PROFESSOR JAIME CALMETO,Minas Gerais,MG,Sudeste,Desterro do Melo,CENTRO,36210000,AL DOM OSCAR DE OLIVEIRA,31,-20.7941,-43.34275
183,31023884,4.3,EE DONA GUIDINHA,Minas Gerais,MG,Sudeste,Diamantina,CENTRO,39113000,PCA DA MATRIZ,0,-17.69542,-43.33087
184,31023949,4.1,EE GOVERNADOR JUSCELINO KUBITSCHEK,Minas Gerais,MG,Sudeste,Diamantina,CENTRO,39110000,R DO DISTRITO,40,-18.08779,-43.74001
185,31023957,3.8,EE ARTUR TIBAES,Minas Gerais,MG,Sudeste,Diamantina,CENTRO,39112000,R DAS MERCES,0,-18.247,-43.59967
186,31102831,4.4,EE DONA JACY FRANCISCA GARCIA,Minas Gerais,MG,Sudeste,Dionísio,BAIXA VERDE,35984000,RUA DICAO RAIMUNDO G FREITAS,146,-19.82842,-42.63459
187,31102873,5.0,EE JOSE MARTINS DRUMOND,Minas Gerais,MG,Sudeste,Dionísio,CENTRO,35984000,R TABELIAO JOSE CERQUEIRA DE ARAUJO,95,-19.83698,-42.77063
188,31097632,5.0,EE VEREADOR JOSE DE SOUZA GOMES,Minas Gerais,MG,Sudeste,Divino,CENTRO,36825000,RUA PRINCIPAL,50,-20.62061,-41.68514
189,31042412,4.7,EE FRANCISCO DE SOUZA RESENDE,Minas Gerais,MG,Sudeste,Divino das Laranjeiras,CENTRO,35265000,AV MINAS GERAIS,146,-18.7773,-41.47908
190,31033014,4.3,EE ARMANDO NOGUEIRA SOARES,Minas Gerais,MG,Sudeste,Divinópolis,SAO JOSE,35501245,R CARBONITA,1240,-20.16241,-44.91438
191,31033154,5.1,EE DONA ANTONIA VALADARES,Minas Gerais,MG,Sudeste,Divinópolis,CENTRO,35500011,AVENIDA SETE DE SETEMBRO,669,-20.14576,-44.89312
192,31033201,5.3,EE JOAQUIM NABUCO,Minas Gerais,MG,Sudeste,Divinópolis,CENTRO,35500002,AV PRIMEIRO DE JUNHO,570,-20.14396,-44.88722
193,31033227,4.5,EE LAURO EPIFANIO,Minas Gerais,MG,Sudeste,Divinópolis,INTERLAGOS,35500491,AV DOLORES DE AGUIAR RABELO,651,-20.15846,-44.87407
194,31033260,4.6,EE MONSENHOR DOMINGOS,Minas Gerais,MG,Sudeste,Divinópolis,SANTA CLARA,35500071,AVENIDA ANTONIO OLIMPIO DE MORAIS,1441,-20.13619,-44.88634
195,31033341,4.8,EE PROFESSOR CHICO DIAS,Minas Gerais,MG,Sudeste,Divinópolis,DANILO PASSOS II,35500320,R JOAQUIM JOSE FERREIRA,71,-20.11891,-44.87187
196,31033405,5.0,EE ILIDIO DA COSTA PEREIRA,Minas Gerais,MG,Sudeste,Divinópolis,ALVORADA,35500148,R ITAMARANDIBA,1451,-20.11616,-44.89794
197,31033421,4.5,EE ANTONIO BELARMINO GOMES,Minas Gerais,MG,Sudeste,Divinópolis,CENTRO,35505000,RUA ALBERTO COIMBRA,131,-20.10477,-44.97376
198,31042609,4.3,EE ANGELO RIBEIRO MIRANDA,Minas Gerais,MG,Sudeste,Dom Joaquim,CENTRO,35868000,PCA ANTONIO PEDRO DE FIGUEIREDO,5,-18.80749,-43.23318
199,31128678,4.4,EE PRESIDENTE TANCREDO NEVES,Minas Gerais,MG,Sudeste,Dom Silvério,CENTRO,35440000,PRACA SAO VICENTE DE PAULA,114,-21.98058,-42.3644
200,31305375,5.3,EE CONEGO JOSE DIVINO,Minas Gerais,MG,Sudeste,Dom Viçoso,CENTRO,37474000,R CUSTODIO TEODORO RIBEIRO DE CARVALHO,59,-22.25446,-45.16353
201,31180831,4.4,EE CORINA VIEIRA HENRIQUES,Minas Gerais,MG,Sudeste,Dona Euzébia,CENTRO,36787000,R JOSE GONCALVES DE SOUZA,0,-21.34262,-42.83008
202,31133973,4.4,EE DUQUE DE CAXIAS,Minas Gerais,MG,Sudeste,Dores de Campos,CENTRO,36213000,AV GETULIO VARGAS,208,-21.1105,-44.02088
203,31180858,4.7,EE TEREZINHA PEREIRA,Minas Gerais,MG,Sudeste,Dores do Turvo,CENTRO,36513000,R UMBELINA MAROTTA,190,-20.97342,-43.1899
204,31115177,4.6,EE STA TEREZINHA,Minas Gerais,MG,Sudeste,Doresópolis,CENTRO,37926000,R PEDRO DA COSTA LOPES,164,-20.2876,-45.90202
205,31307980,3.9,EE ANITA RAMOS,Minas Gerais,MG,Sudeste,Douradoquara,CENTRO,38530000,TRAV JOSE BONIFACIO,200,-18.43525,-47.61101
206,31172618,3.9,EE PROFESSORA NORMA DE BRITO PIEDADE MARTINS,Minas Gerais,MG,Sudeste,Elói Mendes,NOSSA SENHORA APARECIDA,37110000,RUA PERNAMBUCO,292,-21.60148,-45.55797
207,31019534,5.1,EE DOUTOR JOSE AUGUSTO,Minas Gerais,MG,Sudeste,Entre Folhas,CENTRO,35324000,R JOAQUIM FRANCO,47,-19.62539,-42.22939
208,31193925,5.5,EE EXPEDICIONARIO GERALDO BAETA,Minas Gerais,MG,Sudeste,Entre Rios de Minas,POV DE CASTRO,35490000,AV SOCRATES MACHADO 1,728,-20.73853,-44.05957
209,31193950,4.2,EE PEDRO DOMINGUES,Minas Gerais,MG,Sudeste,Entre Rios de Minas,SENHOR DOS PASSOS,35490000,R LUCY FARIA,60,-20.66172,-44.0688
210,31218383,3.6,EE DOM RODOLFO,Minas Gerais,MG,Sudeste,Entre Rios de Minas,STA EFIGENIA,35490000,R FRANCISCO MARZANO,87,-20.67999,-44.05874
211,31008931,4.5,EE SAO TOMAZ DE AQUINO,Minas Gerais,MG,Sudeste,Esmeraldas,CARACOIS DE BAIXO,32808566,PRACA SANTO ANTONIO,82,-19.77679,-44.24398
212,31055093,4.4,EE CONEGO FRANCISCO STELLA,Minas Gerais,MG,Sudeste,Estiva,CENTRO,37542000,R DEP CRISTOVAO CHIARADIAS,181,-22.42574,-46.57675
213,31033502,4.0,EE PROFESSOR ANTONIO RIBEIRO,Minas Gerais,MG,Sudeste,Estrela do Indaiá,CENTRO,35613000,RUA DOM PEDRO I,160,-19.51894,-45.79303
214,31200484,4.2,EE ROBERT KENNEDY,Minas Gerais,MG,Sudeste,Estrela do Sul,CENTRO,38525000,R PROF BASTOS,164,-18.74263,-47.68596
215,31200531,4.6,EE DE DOLEARINA,Minas Gerais,MG,Sudeste,Estrela do Sul,CENTRO,38525000,R MANOEL LAFAIETE DE RESENDE,364,-18.70096,-47.80008
216,31055123,4.2,EE ALFREDO OLIVOTTI,Minas Gerais,MG,Sudeste,Extrema,CENTRO,37640000,R JOAO MENDES,171,-22.8522,-46.32253
217,31023981,4.3,EE FELICIO DOS SANTOS,Minas Gerais,MG,Sudeste,Felício dos Santos,CENTRO,39180000,R TAMBORIL,20,-18.07506,-43.24384
218,31097292,4.3,EE SAO PEDRO DO GLORIA,Minas Gerais,MG,Sudeste,Fervedouro,CENTRO,36819000,PCA SILVINO NAZARE,71,-20.70887,-42.3689
219,31115207,5.3,EE PROFESSOR JOAQUIM RODARTE,Minas Gerais,MG,Sudeste,Formiga,CENTRO,35570024,RUA BERNARDES DE FARIA,60,-20.46189,-45.43106
220,31115223,3.8,EE PROFESSOR TONICO LEITE,Minas Gerais,MG,Sudeste,Formiga,SAO GERALDO,35576192,RUA IDES EDSON DE RESENDE,0,-20.45355,-45.42034
221,31205559,3.9,EE NOSSA SENHORA DE ABADIA,Minas Gerais,MG,Sudeste,Formoso,CENTRO,38690000,R JANUARIA,0,-14.95142,-46.22996
222,31024031,4.6,EE CONEGO FIGUEIRO,Minas Gerais,MG,Sudeste,Francisco Badaró,DE FATIMA,39644000,AV BELO HORIZONTE,0,-16.99442,-42.34615
223,31158941,3.9,EE VICENTE MACEDO,Minas Gerais,MG,Sudeste,Frutal,ALTO BOA VISTA,38202070,R QUATRO DE OUTUBRO,1020,-20.01295,-48.93302
224,31319201,4.8,EE PRESIDENTE TANCREDO NEVES,Minas Gerais,MG,Sudeste,Frutal,CENTRO,38202058,R BENEDITO DE DEUS,190,-20.10779,-49.23107
225,31141038,3.8,EE ALUISIO FERREIRA DE SOUZA,Minas Gerais,MG,Sudeste,Funilândia,CENTRO,35736000,R TRISTAO VIEIRA,0,-19.36837,-44.058
226,31081221,3.8,EE DE GAMELEIRA,Minas Gerais,MG,Sudeste,Gameleiras,CENTRO,39505000,PCA MENINO JESUS,539,-15.08072,-43.12369
227,31080730,3.8,EE ANTONIO PIMENTA,Minas Gerais,MG,Sudeste,Glaucilândia,CENTRO,39592000,PCA GASPARINO MAIA,210,-16.85042,-43.69852
228,31080748,4.7,EE MARIA CARNEIRO DA CRUZ,Minas Gerais,MG,Sudeste,Glaucilândia,POV DE RIO DAS PEDRAS,39592000,R DA CULTURA,111,-16.97246,-43.63818
229,31069574,4.3,EE TOLOMEU CASALI,Minas Gerais,MG,Sudeste,Goianá,SAO SEBASTIAO,36152000,R ANTALCIDAS REZENDE,145,-21.53402,-43.19708
230,31024163,4.1,EE CIRO RIBAS,Minas Gerais,MG,Sudeste,Gouveia,CENTRO,39120000,AVENIDA HENRIQUE MOREIRA,50,-18.46339,-43.74336
231,31043222,4.3,EE PEDRO RIBEIRO CAVALCANTE FILHO,Minas Gerais,MG,Sudeste,Governador Valadares,STA RITA,35040560,AV WASHINGTON LUIZ 1,2401,-18.90651,-41.9865
232,31043371,5.9,COLEGIO TIRADENTES PMMG,Minas Gerais,MG,Sudeste,Governador Valadares,LOURDES,35030330,RUA MARECHAL FLORIANO,2781,-18.86785,-41.9603
233,31354716,3.5,EE CECILIA MEIRELES,Minas Gerais,MG,Sudeste,Governador Valadares,TURMALINA,35052806,R ESCUMILHA,95,-18.85287,-41.98111
234,31200549,4.4,EE CORONEL JOSE FALEIROS DE AGUIAR,Minas Gerais,MG,Sudeste,Grupiara,CENTRO,38470000,PRACA SAO SEBASTIAO,76,-16.32459,-43.70877
235,31043681,3.9,EE TENENTE JOSE COELHO DA ROCHA,Minas Gerais,MG,Sudeste,Guanhães,CENTRO,39740000,RUA SAO JOSE,353,-18.67924,-42.77494
236,31137146,4.3,EE GERALDO RIBEIRO DIAS,Minas Gerais,MG,Sudeste,Guaranésia,CENTRO,37815000,PCA CEL JOSE GABRIEL PINHEIRO,173,-21.30124,-46.80327
237,31330558,4.9,EE PROFESSOR IRINEU GUIMARAES,Minas Gerais,MG,Sudeste,Guarará,CENTRO,36606000,R PROF LUIZ VIANNA,50,-21.73254,-43.03653
238,31108481,4.1,EE DOUTOR ANTONIO RIBEIRO,Minas Gerais,MG,Sudeste,Guarda-Mor,CENTRO,38570000,R GOIAS,60,-17.77022,-47.10166
239,31137235,4.3,EE DOUTOR BENEDITO LEITE RIBEIRO,Minas Gerais,MG,Sudeste,Guaxupé,CENTRO,37800000,R DOM RANULFO,250,-21.31146,-46.71466
240,31181137,4.9,EE MARIANA DE PAIVA,Minas Gerais,MG,Sudeste,Guidoval,CENTRO,36515000,RUA PADRE BAIAO,620,-21.14416,-42.79828
241,31198943,4.1,EE IRMAOS GUIMARAES,Minas Gerais,MG,Sudeste,Guimarânia,CENTRO,38730000,R GUIMARAES,866,-18.84539,-46.7978
242,31020354,4.3,EE FREI MARCELINO DE MILAO,Minas Gerais,MG,Sudeste,Iapu,CENTRO,35190000,RUA FARMACEUTICO JAIME MAFRA,170,-19.43976,-42.21435
243,31159107,3.8,EM PEDRO ALVES DE PAIVA,Minas Gerais,MG,Sudeste,Ibiá,CENTRO,38950000,PRACA MARIO ALVES DE PAIVA,176,-19.49544,-46.54924
244,31063576,4.0,EE MARIA BARBOSA LEITE,Minas Gerais,MG,Sudeste,Ibiracatu,CENTRO,39455000,R HENRIQUE FERREIRA,100,-15.66793,-44.16754
245,31137341,4.1,EE DE IBIRACI,Minas Gerais,MG,Sudeste,Ibiraci,ALTO DA BOA VISTA,37990000,R WALDOMIRO MAGALHAES,2,-20.46823,-47.12681
246,31279293,4.4,EE CALIMERIA SILVEIRA,Minas Gerais,MG,Sudeste,Ibitiúra de Minas,CENTRO,37790000,R ANTONIO PINTO DE CARVALHO,227,-22.0652,-46.44157
247,31134007,3.7,EE PROFESSOR JULIO BUENO,Minas Gerais,MG,Sudeste,Ibituruna,CENTRO,37223000,R SETE DE SETEMBRO,159,-21.1536,-44.74933
248,31033634,4.9,EE DONA AMANDA PINHEIRO SENNA,Minas Gerais,MG,Sudeste,Igaratinga,CENTRO,35698000,PCA N SRA DAS DORES,151,-19.78481,-42.14279
249,31172804,4.5,EE NOSSA SENHORA APARECIDA,Minas Gerais,MG,Sudeste,Ilicínea,CENTRO,37175000,RUA DOZE DE OUTUBRO,198,-20.93795,-45.82599
250,31019615,4.2,EE MANOEL JOAQUIM TEODORO,Minas Gerais,MG,Sudeste,Imbé de Minas,CENTRO,35323000,AVENIDA JOSE CALAZANS,178,-19.59703,-41.97137
251,31082261,4.1,EE JOAQUIM VIEIRA,Minas Gerais,MG,Sudeste,Indaiabira,CENTRO,39536000,R PROF JOSE MIGDONIO,90,-15.49323,-42.19771
252,31134104,4.2,EE RAMIRO DE SOUZA ANDRADE,Minas Gerais,MG,Sudeste,Ingaí,CENTRO,37215000,RUA AURELIANO DE SOUZA PINTO,500,-21.40361,-44.92186
253,31020419,4.4,EE ALBERTO AZEVEDO,Minas Gerais,MG,Sudeste,Inhapim,CENTRO,35330000,R ALBERTO AZEVEDO,367,-19.54076,-42.12346
254,31020591,3.9,EE JOSE CHAGAS,Minas Gerais,MG,Sudeste,Inhapim,POV DO BOM JESUS DO RIO PRETO,35331970,RUA ANTONIO F DA COSTA,112,-20.82259,-49.37865
255,31020729,4.6,EE CORONEL CALHAU,Minas Gerais,MG,Sudeste,Ipanema,CENTRO,36950000,AVENIDA SETE DE SETEMBRO,1410,-19.80307,-41.72074
256,31191060,5.3,EE JOAO XXIII,Minas Gerais,MG,Sudeste,Ipatinga,IGUACU,35162535,RUA PEDRA BONITA,100,-19.47639,-42.54438
257,31191086,4.3,EE MANOEL IZIDIO,Minas Gerais,MG,Sudeste,Ipatinga,CENTRO,35160003,AVENIDA JOAO VALENTIM PASCOAL,865,-19.47917,-42.52587
258,31191124,5.2,EE MAURILIO ALBANESE NOVAES,Minas Gerais,MG,Sudeste,Ipatinga,BELA VISTA,35160192,RUA ITABIRITO,0,-19.50719,-42.54573
259,31191132,5.9,COLEGIO TIRADENTES PMMG,Minas Gerais,MG,Sudeste,Ipatinga,CENTRO,35160039,RUA CAXAMBU,61,-19.48157,-42.52105
260,31196517,4.3,EE BENEDITO WALDEMAR DA SILVA,Minas Gerais,MG,Sudeste,Ipiaçu,CENTRO,38350000,AV MILTON CAMPOS,600,-18.69348,-49.9451
261,31198960,4.4,EE PADRE EUSTAQUIO,Minas Gerais,MG,Sudeste,Iraí de Minas,CAMPESTRE,38510000,RUA ANTONIO CANDIDO DE OLIVEIRA,200,-18.98124,-47.45907
262,31370002,5.5,COLEGIO TIRADENTES DA PMMG - CTPM - UNIDADE DOUTOR JOSE DE GRISOLIA,Minas Gerais,MG,Sudeste,Itabira,AMAZONAS,35900381,R ESPIRITO SANTO,133,-19.64195,-43.22781
263,31033740,4.2,EE ALVIM RODRIGUES DO PRADO,Minas Gerais,MG,Sudeste,Itaguara,CENTRO,35488000,RUA CLAUDIO,81,-20.3926,-44.49118
264,31055301,4.6,EE BARAO DO RIO BRANCO,Minas Gerais,MG,Sudeste,Itajubá,IMBEL,37501348,VILA MESTRE SEBASTIAO ERNESTO COELHO,0,-22.44188,-45.42909
265,31055425,4.4,EE JOAO XXIII,Minas Gerais,MG,Sudeste,Itajubá,VARGINHA,37501144,R JOSE JOAQUIM,0,-22.4263,-45.44306
266,31055441,4.7,EE PROFESSOR ANTONIO RODRIGUES D OLIVEIRA,Minas Gerais,MG,Sudeste,Itajubá,ESTIVA,37500224,R ANTONIO SILVA BRANCO,0,-22.41674,-45.44374
267,31024210,4.5,EE SAO JOAO BATISTA,Minas Gerais,MG,Sudeste,Itamarandiba,CENTRO,39670000,TRAVESSA CESARIO ALVIM,111,-17.85781,-42.85858
268,31024228,4.7,EE MESTRE JOAO SILVERIO,Minas Gerais,MG,Sudeste,Itamarandiba,SAO GERALDO,39670000,RUA SAO PAULO,212,-17.77315,-42.6736
269,31217611,4.1,EE MESTRA BEZINHA GANDRA,Minas Gerais,MG,Sudeste,Itamarandiba,FLORESTAL,39670000,RUA SEIS QUADRA O,523,-17.84908,-42.85422
270,31305324,4.0,EE ISA MORAES FREITAS,Minas Gerais,MG,Sudeste,Itamarati de Minas,CENTRO,36788000,AVENIDA CORONEL ARAUJO PORTO,439,-21.41742,-42.81831
271,31146901,3.8,EE IRMAOS FERNANDES,Minas Gerais,MG,Sudeste,Itaobim,ALVORADA,39625000,R ESMERALDINA FRANCO,305,-16.55422,-41.49833
272,31202762,4.0,EE IMACULADA CONCEICAO,Minas Gerais,MG,Sudeste,Itapecerica,CENTRO,35550000,AV SEVERO AUGUSTO,455,-20.47002,-45.13168
273,31202797,4.9,EE PADRE HERCULANO PAZ,Minas Gerais,MG,Sudeste,Itapecerica,CENTRO,35550000,R JUSCELINO KUBITSCHEK,166,-20.47187,-45.12253
274,31202851,4.6,EE CARMELO MESQUITA,Minas Gerais,MG,Sudeste,Itapecerica,CENTRO,35553000,R JOAQUIM ATANASIO TEIXEIRA,408,-20.36046,-44.93144
275,31202860,4.3,EE PEDRO LUIZ,Minas Gerais,MG,Sudeste,Itapecerica,CENTRO,35552000,PCA BRIGIDA MARIA DO NASCIMENTO,159,-20.47117,-45.11004
276,31240800,4.4,EE ARY PIMENTA BUGELLI,Minas Gerais,MG,Sudeste,Itaú de Minas,CENTRO,37975000,R DR JOSE BALBINO,469,-20.74327,-46.75143
277,31033855,4.4,EE MANOEL DA COSTA REZENDE,Minas Gerais,MG,Sudeste,Itaúna,VARZEA DE OLARIA,35680119,RUA PEDRO DE QUEIROZ,2918,-20.06344,-44.5482
278,31033880,5.1,EE VICTOR GONCALVES DE SOUZA,Minas Gerais,MG,Sudeste,Itaúna,PADRE EUSTAQUIO,35680150,RUA MARMORE,629,-20.07136,-44.56389
279,31033901,4.5,EE DO BAIRRO SAO GERALDO,Minas Gerais,MG,Sudeste,Itaúna,SAO GERALDO,35680458,RUA DAS VIOLETAS,41,-20.0889,-44.59698
280,31033952,4.6,EE DOUTOR JOSE GONCALVES,Minas Gerais,MG,Sudeste,Itaúna,GARCIAS,35681009,PRACA ALFREDO GONCALVES DE SOUZA,150,-20.09234,-44.60223
281,31305642,4.3,EE PROFESSORA GILKA DRUMOND DE FARIA,Minas Gerais,MG,Sudeste,Itaúna,LOURDES,35680205,RUA NONO VENTURA,391,-20.08954,-44.57214
282,31193992,4.2,EE CONSELHEIRO ANTAO,Minas Gerais,MG,Sudeste,Itaverava,CENTRO,36440000,R FRANCISCO COLETA,250,-20.67528,-43.61091
283,31146978,3.7,EE DO POVOADO DE TAQUARAL,Minas Gerais,MG,Sudeste,Itinga,POV DE TAQUARAL,39610000,AV ITINGA,471,-16.60879,-41.77157
284,31159182,4.1,EE NOSSA SENHORA DE LOURDES,Minas Gerais,MG,Sudeste,Iturama,CENTRO,38280000,RUA RIO BONITO,632,-19.73203,-50.19737
285,31159212,4.4,EE TIRADENTES,Minas Gerais,MG,Sudeste,Iturama,TIRADENTES,38280000,RUA D,516,-19.72511,-50.18617
286,31009296,5.2,EE CARDEAL ARCOVERDE,Minas Gerais,MG,Sudeste,Jaboticatubas,CENTRO,35830000,R MELO VIANA,372,-19.51881,-43.74686
287,31009334,4.4,EE DOUTOR EDUARDO GOES FILHO,Minas Gerais,MG,Sudeste,Jaboticatubas,CENTRO,35835000,R RUI BARBOSA,324,-19.43843,-43.8286
288,31184764,3.8,EE ALIPIO DE MORAES,Minas Gerais,MG,Sudeste,Jacinto,CENTRO,39933000,R FULGENCIO ALMEIDA,687,-16.39156,-40.25341
289,31062511,4.0,EE CONEGO RAMIRO LEITE,Minas Gerais,MG,Sudeste,Januária,CONJ HAB BOTAFOGO,39482000,RUA A,0,-15.44342,-44.39983
290,31194042,4.3,EE SANTOS REIS,Minas Gerais,MG,Sudeste,Jeceaba,CENTRO,35498000,RUA JOAO MARCIANO DA ROCHA,0,-29.6815,-53.80935
